Review,Palabras,Lemma,Class
"Un muy  buen museo en pleno centro histórico de la ciudad. Todas las obras donadas por el maestro Botero son fantásticas, además queda al lado el museo de la moneda que también es bien interesante.No hay que pagar la entrada y el único día que no esta abierto es el martes.","['Un', 'muy', 'buen', 'museo', 'en', 'pleno', 'centro', 'histórico', 'de', 'la', 'ciudad', '.', 'Todas', 'las', 'obras', 'donadas', 'por', 'el', 'maestro', 'Botero', 'son', 'fantásticas', ',', 'además', 'queda', 'al', 'lado', 'el', 'museo', 'de', 'la', 'moneda', 'que', 'también', 'es', 'bien', 'interesante.No', 'hay', 'que', 'pagar', 'la', 'entrada', 'y', 'el', 'único', 'día', 'que', 'no', 'esta', 'abierto', 'es', 'el', 'martes', '.']","uno mucho buen museo en pleno centro histórico de el ciudad . todo el obra donado por el maestro Botero ser fantástico , además quedar al lado el museo de el moneda que también ser bien interesante . no haber que pagar el entrada y el único día que no este abierto ser el martes .",4
"Una experiencia increíble. Tomar el funicular ferrocarril, o para mejores vistas del teleférico. Asegúrate de ir en un día claro, entonces puedes ver una eternidad. La parte de arriba es más de 930 pies por encima del nivel del march Hay dos restaurantes.","['Una', 'experiencia', 'increíble', '.', 'Tomar', 'el', 'funicular', 'ferrocarril', ',', 'o', 'para', 'mejores', 'vistas', 'del', 'teleférico', '.', 'Asegúrate', 'de', 'ir', 'en', 'un', 'día', 'claro', ',', 'entonces', 'puedes', 'ver', 'una', 'eternidad', '.', 'La', 'parte', 'de', 'arriba', 'es', 'más', 'de', '930', 'pies', 'por', 'encima', 'del', 'nivel', 'del', 'march', 'Hay', 'dos', 'restaurantes', '.']","uno experiencia increíble . tomar el funicular ferrocarril , o para mejor vista del teleférico . asegúrate de ir en uno día claro , entonces poder ver uno eternidad . el parte de arriba ser más de 930 pie por encima del nivel del march haber dos restaurante .",4
"Muy buen lugar con muy buen servicio a pesar de la gran cantidad de personas que vienen. Las champolas son mis favoritas y son un must les recomiendo la de cafe, guanábana o fresa. Lleguen temprano porque se llena mucho.","['Muy', 'buen', 'lugar', 'con', 'muy', 'buen', 'servicio', 'a', 'pesar', 'de', 'la', 'gran', 'cantidad', 'de', 'personas', 'que', 'vienen', '.', 'Las', 'champolas', 'son', 'mis', 'favoritas', 'y', 'son', 'un', 'must', 'les', 'recomiendo', 'la', 'de', 'cafe', ',', 'guanábana', 'o', 'fresa', '.', 'Lleguen', 'temprano', 'porque', 'se', 'llena', 'mucho', '.']","mucho buen lugar con mucho buen servicio a pesar de el gran cantidad de persona que venir . el champola ser mi favorita y ser uno must él recomeir el de cafe , guanábana o fresa . llegar temprano porque él llenar mucho .",4
"La vista esta bien padre, la comida en general muy sabrosa (la crema de brocoli por ejemplo), está limpio y esta bonito en general. El servicio normal.","['La', 'vista', 'esta', 'bien', 'padre', ',', 'la', 'comida', 'en', 'general', 'muy', 'sabrosa', '(', 'la', 'crema', 'de', 'brocoli', 'por', 'ejemplo', ')', ',', 'está', 'limpio', 'y', 'esta', 'bonito', 'en', 'general', '.', 'El', 'servicio', 'normal', '.']","el vista este bien padre , el comida en general mucho sabroso ( el crema de brocoli por ejemplo ) , estar limpio y este bonito en general . el servicio normal .",4
"El lugar es divino, lleno de rincones encantadores...sería perfecto si no te acosaran todo el tiempo tratando de venderte cosas....es sofocante. ","['El', 'lugar', 'es', 'divino', ',', 'lleno', 'de', 'rincones', 'encantadores', '...', 'sería', 'perfecto', 'si', 'no', 'te', 'acosaran', 'todo', 'el', 'tiempo', 'tratando', 'de', 'venderte', 'cosas', '....', 'es', 'sofocante', '.']","el lugar ser divino , lleno de rincón encantador ... ser perfecto si no tú acosar todo el tiempo tratar de venderte cosa .... ser sofocante .",3
"Bien, esto es, bastante y fotogénicos, no te dan para ver muchas bibliotecas como ésta en México. Es ahora sobrecogedoras, pero ... bastante. Si ha visto a algunos de los mejores del mundo, evitaría, pero si eres un mortal sencillas como el resto, entonces visita.","['Bien', ',', 'esto', 'es', ',', 'bastante', 'y', 'fotogénicos', ',', 'no', 'te', 'dan', 'para', 'ver', 'muchas', 'bibliotecas', 'como', 'ésta', 'en', 'México', '.', 'Es', 'ahora', 'sobrecogedoras', ',', 'pero', '...', 'bastante', '.', 'Si', 'ha', 'visto', 'a', 'algunos', 'de', 'los', 'mejores', 'del', 'mundo', ',', 'evitaría', ',', 'pero', 'si', 'eres', 'un', 'mortal', 'sencillas', 'como', 'el', 'resto', ',', 'entonces', 'visita', '.']","bien , esto es , bastante y fotogénico , no tú dar para ver mucho biblioteca como este en México . ser ahora sobrecogedora , pero ... bastante . si haber ver a alguno de el mejor del mundo , evitar , pero si ser uno mortal sencilla como el resto , entonces visitar .",3
"Sitio muy impresionante, y los edificios están en buen estado, teniendo en cuenta su edad. Tienes que ir con un guía de algún tipo (auto-guiado o una empresa) porque no hay señalización explicativa. El parque es enorme y nos pasamos unas 2 horas allí revisando el edificios diferentes y aprendiendo sobre la historia de la civilización maya.El sitio estaba muy caliente cuando estuvimos allí, pero hay mucha sombra para descansar. Trae un montón de agua. Las instalaciones del baño dentro del parque son inadecuados, pero en el edificio principal, donde se entra y salida, son geniales.Como muchos han dicho antes, el sitio está llena de vendedores que venden recuerdos y visitantes, por lo tanto una conexión para acosar estrellas. Cuando entramos, tuvimos que ir a través de una puerta en la entrada principal, por lo que me pregunto cómo llegar. Alguien probablemente conseguir un sobornar.Nuestro guía explicó que estas personas no pagan impuestos y sus artículos son De dudoso origen. No son parte del gobierno - aprobado'' que vende recuerdos de conglomerado en las ciudades cerca del parque. Así que bonita pieza de plata que obtiene una oferta por: no es realmente de plata. No alentarlos al comprar de ellos. Que simplemente las ignoró mientras caminamos por allí.","['Sitio', 'muy', 'impresionante', ',', 'y', 'los', 'edificios', 'están', 'en', 'buen', 'estado', ',', 'teniendo', 'en', 'cuenta', 'su', 'edad', '.', 'Tienes', 'que', 'ir', 'con', 'un', 'guía', 'de', 'algún', 'tipo', '(', 'auto-guiado', 'o', 'una', 'empresa', ')', 'porque', 'no', 'hay', 'señalización', 'explicativa', '.', 'El', 'parque', 'es', 'enorme', 'y', 'nos', 'pasamos', 'unas', '2', 'horas', 'allí', 'revisando', 'el', 'edificios', 'diferentes', 'y', 'aprendiendo', 'sobre', 'la', 'historia', 'de', 'la', 'civilización', 'maya.El', 'sitio', 'estaba', 'muy', 'caliente', 'cuando', 'estuvimos', 'allí', ',', 'pero', 'hay', 'mucha', 'sombra', 'para', 'descansar', '.', 'Trae', 'un', 'montón', 'de', 'agua', '.', 'Las', 'instalaciones', 'del', 'baño', 'dentro', 'del', 'parque', 'son', 'inadecuados', ',', 'pero', 'en', 'el', 'edificio', 'principal', ',', 'donde', 'se', 'entra', 'y', 'salida', ',', 'son', 'geniales.Como', 'muchos', 'han', 'dicho', 'antes', ',', 'el', 'sitio', 'está', 'llena', 'de', 'vendedores', 'que', 'venden', 'recuerdos', 'y', 'visitantes', ',', 'por', 'lo', 'tanto', 'una', 'conexión', 'para', 'acosar', 'estrellas', '.', 'Cuando', 'entramos', ',', 'tuvimos', 'que', 'ir', 'a', 'través', 'de', 'una', 'puerta', 'en', 'la', 'entrada', 'principal', ',', 'por', 'lo', 'que', 'me', 'pregunto', 'cómo', 'llegar', '.', 'Alguien', 'probablemente', 'conseguir', 'un', 'sobornar.Nuestro', 'guía', 'explicó', 'que', 'estas', 'personas', 'no', 'pagan', 'impuestos', 'y', 'sus', 'artículos', 'son', 'De', 'dudoso', 'origen', '.', 'No', 'son', 'parte', 'del', 'gobierno', '-', 'aprobado', ""''"", 'que', 'vende', 'recuerdos', 'de', 'conglomerado', 'en', 'las', 'ciudades', 'cerca', 'del', 'parque', '.', 'Así', 'que', 'bonita', 'pieza', 'de', 'plata', 'que', 'obtiene', 'una', 'oferta', 'por', ':', 'no', 'es', 'realmente', 'de', 'plata', '.', 'No', 'alentarlos', 'al', 'comprar', 'de', 'ellos', '.', 'Que', 'simplemente', 'las', 'ignoró', 'mientras', 'caminamos', 'por', 'allí', '.']","Sitio mucho impresionante , y el edificio estar en buen estado , tener en cuenta su edad . tener que ir con uno guía de alguno tipo ( auto-guiado o uno empresa ) porque no haber señalización explicativo . el parque ser enorme y yo pasar uno 2 hora allí revisar el edificio diferente y aprender sobre el historia de el civilización maya . el sitio estar mucho caliente cuando estar allí , pero haber mucho sombra para descansar . traer uno montón de agua . el instalación del baño dentro del parque ser inadecuado , pero en el edificio principal , donde él entrar y salido , ser genial . como mucho haber decir antes , el sitio estar lleno de vendedor que vender recuerdo y visitante , por él tanto uno conexión para acosar estrella . cuando entrar , tener que ir a través de uno puerta en el entrada principal , por él que yo preguntar cómo llegar . alguien probablemente conseguir uno sobornar . nuestro guía explicar que este persona no pagar impuesto y su artículo ser De dudoso origen . no ser parte del gobierno - aprobado '' que vender recuerdo de conglomerado en el ciudad cerca del parque . así que bonitar pieza de plata que obtener uno oferta por : no ser realmente de plata . no alentarlos al comprar de él . que simplemente él ignorar mientras caminar por allí .",4
"No puede faltar el recorrido por el metrocable, todos maravillosos, el más hermoso el del parque Arví","['No', 'puede', 'faltar', 'el', 'recorrido', 'por', 'el', 'metrocable', ',', 'todos', 'maravillosos', ',', 'el', 'más', 'hermoso', 'el', 'del', 'parque', 'Arví']","no poder faltar el recorrido por el metrocable , todo maravilloso , el más hermoso el del parque Arví",5
"Todo estuvo bien hasta el día que nos robaron dinero en efectivo, pero para robarlo, esculcaron los cajones porque se encontraba entre la ropa, aparte abrieron 2 bolsas y también de ahí robaron dinero, y el hotel ni una disculpa nos dio.
Hotel de “5 diamantes” y no tienen cámaras en pasillos, pueden creer eso?
En seguridad están en el nivel más bajo que pueda haber en un hotel de su categoría","['Todo', 'estuvo', 'bien', 'hasta', 'el', 'día', 'que', 'nos', 'robaron', 'dinero', 'en', 'efectivo', ',', 'pero', 'para', 'robarlo', ',', 'esculcaron', 'los', 'cajones', 'porque', 'se', 'encontraba', 'entre', 'la', 'ropa', ',', 'aparte', 'abrieron', '2', 'bolsas', 'y', 'también', 'de', 'ahí', 'robaron', 'dinero', ',', 'y', 'el', 'hotel', 'ni', 'una', 'disculpa', 'nos', 'dio', '.', 'Hotel', 'de', '“', '5', 'diamantes', '”', 'y', 'no', 'tienen', 'cámaras', 'en', 'pasillos', ',', 'pueden', 'creer', 'eso', '?', 'En', 'seguridad', 'están', 'en', 'el', 'nivel', 'más', 'bajo', 'que', 'pueda', 'haber', 'en', 'un', 'hotel', 'de', 'su', 'categoría']","todo estar bien hasta el día que yo robar dinero en efectivo , pero para robar él , esculcar el cajón porque él encontrar entre el ropa , aparte abrir 2 bolsa y también de ahí robar dinero , y el hotel ni uno disculpa yo dar . Hotel de “ 5 diamante ” y no tener cámara en pasillo , poder creer ese ? en seguridad estar en el nivel más bajo que poder haber en uno hotel de su categoría",1
"Lindo paseo. Muy pintoresco al atardecer. Se puede observar gente pescando o caminando. Al ver tantos edificios en ruinas en un lugar tan bonito, da la sensación que se podría aprovechar de otra manera, aunque se ven algunos modernos, pero escasos. La seguridad es absoluta, no hay problemas con robos o arrebatos incluso durante la noche","['Lindo', 'paseo', '.', 'Muy', 'pintoresco', 'al', 'atardecer', '.', 'Se', 'puede', 'observar', 'gente', 'pescando', 'o', 'caminando', '.', 'Al', 'ver', 'tantos', 'edificios', 'en', 'ruinas', 'en', 'un', 'lugar', 'tan', 'bonito', ',', 'da', 'la', 'sensación', 'que', 'se', 'podría', 'aprovechar', 'de', 'otra', 'manera', ',', 'aunque', 'se', 'ven', 'algunos', 'modernos', ',', 'pero', 'escasos', '.', 'La', 'seguridad', 'es', 'absoluta', ',', 'no', 'hay', 'problemas', 'con', 'robos', 'o', 'arrebatos', 'incluso', 'durante', 'la', 'noche']","Lindo pasear . mucho pintoresco al atardecer . él poder observar gente pescar o caminar . al ver tanto edificio en ruina en uno lugar tanto bonito , dar el sensación que él poder aprovechar de otro manera , aunque él ver alguno moderno , pero escaso . el seguridad ser absoluto , no haber problema con robo o arrebato incluso durante el noche",5
"Gran sitio en el centro de Havana vieja eonde poder comer y disfrutar de la gente de Cuba.
No te lo pierdas por nada del mundo.
Auténtica comida criolla y mojitos bien servidos y bien de precio","['Gran', 'sitio', 'en', 'el', 'centro', 'de', 'Havana', 'vieja', 'eonde', 'poder', 'comer', 'y', 'disfrutar', 'de', 'la', 'gente', 'de', 'Cuba', '.', 'No', 'te', 'lo', 'pierdas', 'por', 'nada', 'del', 'mundo', '.', 'Auténtica', 'comida', 'criolla', 'y', 'mojitos', 'bien', 'servidos', 'y', 'bien', 'de', 'precio']",gran sitio en el centro de Havana viejo eondir poder comer y disfrutar de el gente de Cuba . no tú él pierdar por nada del mundo . auténtico comida criolla y mojito bien servido y bien de precio,3
"Final agradable para las vacaciones, aperitivos y bebidas, wifi incluso tenía una máquina de pulir los zapatos! A utilizar este nuevo.","['Final', 'agradable', 'para', 'las', 'vacaciones', ',', 'aperitivos', 'y', 'bebidas', ',', 'wifi', 'incluso', 'tenía', 'una', 'máquina', 'de', 'pulir', 'los', 'zapatos', '!', 'A', 'utilizar', 'este', 'nuevo', '.']","Final agradable para el vacación , aperitivo y bebida , wifi incluso tener uno máquina de pulir el zapato ! a utilizar este nuevo .",5
"Espera a un día soleado clara y excelentes fotos será su recompensa. No te molestes con un taxi, este lugar está a poca distancia de la ciudad amurallada y a un tiro de piedra de getsemani,. Hay un centro comercial cerca donde puedes conseguir algunos Ac después.","['Espera', 'a', 'un', 'día', 'soleado', 'clara', 'y', 'excelentes', 'fotos', 'será', 'su', 'recompensa', '.', 'No', 'te', 'molestes', 'con', 'un', 'taxi', ',', 'este', 'lugar', 'está', 'a', 'poca', 'distancia', 'de', 'la', 'ciudad', 'amurallada', 'y', 'a', 'un', 'tiro', 'de', 'piedra', 'de', 'getsemani', ',', '.', 'Hay', 'un', 'centro', 'comercial', 'cerca', 'donde', 'puedes', 'conseguir', 'algunos', 'Ac', 'después', '.']","esperar a uno día soleado claro y excelente foto ser su recompenso . no tú molest con uno taxi , este lugar estar a poco distancia de el ciudad amurallado y a uno tiro de piedra de getsemani , . haber uno centro comercial cerca donde poder conseguir alguno Ac después .",5
"La pizza era muy aceitosa y naranja. El servicio era lento y distante. He estado viviendo en Puebla durante ocho años; con tantas alternativas mejor aquí para comer, sólo puede decirse que este realizando bien sólo por turistas vagos que no están saliendo más allá...del Zócalo. Aviso: evitarlo.Más","['La', 'pizza', 'era', 'muy', 'aceitosa', 'y', 'naranja', '.', 'El', 'servicio', 'era', 'lento', 'y', 'distante', '.', 'He', 'estado', 'viviendo', 'en', 'Puebla', 'durante', 'ocho', 'años', ';', 'con', 'tantas', 'alternativas', 'mejor', 'aquí', 'para', 'comer', ',', 'sólo', 'puede', 'decirse', 'que', 'este', 'realizando', 'bien', 'sólo', 'por', 'turistas', 'vagos', 'que', 'no', 'están', 'saliendo', 'más', 'allá', '...', 'del', 'Zócalo', '.', 'Aviso', ':', 'evitarlo.Más']","el pizza ser mucho aceitoso y naranjar . el servicio ser lento y distante . har estar vivir en Puebla durante ocho año ; con tanto alternativa mejor aquí para comer , sólo poder decir él que este realizar bien sólo por turista vago que no estar salir más allá ... del Zócalo . aviso : evitar él . más",3
"La zona de tiburones, alimentar cocodrilos,  y toda la zona de peces, tarántulas etc Falta señalizaciones","['La', 'zona', 'de', 'tiburones', ',', 'alimentar', 'cocodrilos', ',', 'y', 'toda', 'la', 'zona', 'de', 'peces', ',', 'tarántulas', 'etc', 'Falta', 'señalizaciones']","el zona de tiburón , alimentar cocodrilo , y todo el zona de pez , tarántula etc Falta señalización",4
"En Puebla solo existen dos tipos de restaurantes: los que venden carne (parrillaje, angus, la silla, pampas, braza Brasil, etc.), y los de comida italiana (Donato camarano, scussa, italianis, piccola italia, italia mía, etc.). Alguno que otro puede ofrecer algo más pero no como Entre...Más","['En', 'Puebla', 'solo', 'existen', 'dos', 'tipos', 'de', 'restaurantes', ':', 'los', 'que', 'venden', 'carne', '(', 'parrillaje', ',', 'angus', ',', 'la', 'silla', ',', 'pampas', ',', 'braza', 'Brasil', ',', 'etc', '.', ')', ',', 'y', 'los', 'de', 'comida', 'italiana', '(', 'Donato', 'camarano', ',', 'scussa', ',', 'italianis', ',', 'piccola', 'italia', ',', 'italia', 'mía', ',', 'etc.', ')', '.', 'Alguno', 'que', 'otro', 'puede', 'ofrecer', 'algo', 'más', 'pero', 'no', 'como', 'Entre', '...', 'Más']","en Puebla solo existir dos tipo de restaurante : el que vender carne ( parrillaje , angus , el silla , pampa , brazar Brasil , etc . ) , y el de comida italiano ( Donato camarano , scussa , italiani , piccola italia , italia mía , etc. ) . alguno que otro poder ofrecer algo más pero no como Entre ... más",5
"La ciudad amurallada es sencillamente mágica, caminar después de una buena cena en los restaurantes allí ubicados es una experiencia inolvidable. La ciudad está muy bien restaurada y conservada y la espontaneidad de su gente inigualable. En las noches la ciudad amurallada es fresca por la brisa que recorre sus calles.","['La', 'ciudad', 'amurallada', 'es', 'sencillamente', 'mágica', ',', 'caminar', 'después', 'de', 'una', 'buena', 'cena', 'en', 'los', 'restaurantes', 'allí', 'ubicados', 'es', 'una', 'experiencia', 'inolvidable', '.', 'La', 'ciudad', 'está', 'muy', 'bien', 'restaurada', 'y', 'conservada', 'y', 'la', 'espontaneidad', 'de', 'su', 'gente', 'inigualable', '.', 'En', 'las', 'noches', 'la', 'ciudad', 'amurallada', 'es', 'fresca', 'por', 'la', 'brisa', 'que', 'recorre', 'sus', 'calles', '.']","el ciudad amurallado ser sencillamente mágico , caminar después de uno buen cena en el restaurante allí ubicado ser uno experiencia inolvidable . el ciudad estar mucho bien restaurado y conservado y el espontaneidad de su gente inigualable . en el noche el ciudad amurallado ser fresca por el brisa que recorrer su calle .",5
"muy bien los cuartos y la atención. nos tocó hacer un upgrade y nos dieron la habitación en el piso 17(vale la pena, la vista es increíble, puedes ver el malecón y el mar). El desayuno incluido fue otra cosa con la que quedamos muy satisfechos. Los omelettes muy ricos.","['muy', 'bien', 'los', 'cuartos', 'y', 'la', 'atención', '.', 'nos', 'tocó', 'hacer', 'un', 'upgrade', 'y', 'nos', 'dieron', 'la', 'habitación', 'en', 'el', 'piso', '17', '(', 'vale', 'la', 'pena', ',', 'la', 'vista', 'es', 'increíble', ',', 'puedes', 'ver', 'el', 'malecón', 'y', 'el', 'mar', ')', '.', 'El', 'desayuno', 'incluido', 'fue', 'otra', 'cosa', 'con', 'la', 'que', 'quedamos', 'muy', 'satisfechos', '.', 'Los', 'omelettes', 'muy', 'ricos', '.']","mucho bien el cuarto y el atención . yo tocar hacer uno upgrade y yo dar el habitación en el piso 17 ( valer el pena , el vista ser increíble , poder ver el malecón y el mar ) . el desayuno incluido ser otro cosa con el que quedar mucho satisfecho . el omelett mucho rico .",3
"La marea no sube casi para poder bañarse tienes que caminar mucho hacia adentro, se ve sucia la playa y descuidada nos llevo un taxista y nos sentimos tumbados porque solo llegamos y a decir verdad no nos quedamos si no que nos regresamos de inmediato al hotel muy feas las playas del pacifico recomendable no visitarlas","['La', 'marea', 'no', 'sube', 'casi', 'para', 'poder', 'bañarse', 'tienes', 'que', 'caminar', 'mucho', 'hacia', 'adentro', ',', 'se', 've', 'sucia', 'la', 'playa', 'y', 'descuidada', 'nos', 'llevo', 'un', 'taxista', 'y', 'nos', 'sentimos', 'tumbados', 'porque', 'solo', 'llegamos', 'y', 'a', 'decir', 'verdad', 'no', 'nos', 'quedamos', 'si', 'no', 'que', 'nos', 'regresamos', 'de', 'inmediato', 'al', 'hotel', 'muy', 'feas', 'las', 'playas', 'del', 'pacifico', 'recomendable', 'no', 'visitarlas']","el marea no subir casi para poder bañar él tién que caminar mucho hacia adentro , él ver sucio el playa y descuidado yo llevar uno taxista y yo sentir tumbado porque solo llegar y a decir verdad no yo quedar si no que yo regresar de inmediato al hotel mucho feo el playa del pacifico recomendable no visitar él",2
"conozco este restaurante desde su apertura voy a menudo y la verdad 
ha ido superandose dia a dia  la comida excelente  el trato exquisito 
el personal expectacular la relacion calidad precio un 10 
algun matiz a mejorar pero los propietarios son inteligentes y ya lo...Más","['conozco', 'este', 'restaurante', 'desde', 'su', 'apertura', 'voy', 'a', 'menudo', 'y', 'la', 'verdad', 'ha', 'ido', 'superandose', 'dia', 'a', 'dia', 'la', 'comida', 'excelente', 'el', 'trato', 'exquisito', 'el', 'personal', 'expectacular', 'la', 'relacion', 'calidad', 'precio', 'un', '10', 'algun', 'matiz', 'a', 'mejorar', 'pero', 'los', 'propietarios', 'son', 'inteligentes', 'y', 'ya', 'lo', '...', 'Más']",conocer este restaurante desde su apertura ir a menudo y el verdad haber ir superar él dia a dia el comida excelente el trato exquisito el personal expectacular el relacion calidad precio uno 10 algun matiz a mejorar pero el propietario ser inteligente y ya él ... más,5
"se nota que sólo van ahí turistas llevados por algún cubano que trabaja en este rollo del turismo cuya meta es llevar turistas a cambio de una comisión. bueno ni hablar así se conocen los lugares, llegar a él no me gustó porque pasamos por...Más","['se', 'nota', 'que', 'sólo', 'van', 'ahí', 'turistas', 'llevados', 'por', 'algún', 'cubano', 'que', 'trabaja', 'en', 'este', 'rollo', 'del', 'turismo', 'cuya', 'meta', 'es', 'llevar', 'turistas', 'a', 'cambio', 'de', 'una', 'comisión', '.', 'bueno', 'ni', 'hablar', 'así', 'se', 'conocen', 'los', 'lugares', ',', 'llegar', 'a', 'él', 'no', 'me', 'gustó', 'porque', 'pasamos', 'por', '...', 'Más']","él notar que sólo ir ahí turista llevado por alguno cubano que trabajar en este rollo del turismo cuyo meta ser llevar turista a cambio de uno comisión . bueno ni hablar así él conocer el lugar , llegar a él no yo gustar porque pasar por ... más",3
"Es una ciudad que tiene magia especialmente de noche, disfrutable y segura, brilla tanto como sus esmeraldas","['Es', 'una', 'ciudad', 'que', 'tiene', 'magia', 'especialmente', 'de', 'noche', ',', 'disfrutable', 'y', 'segura', ',', 'brilla', 'tanto', 'como', 'sus', 'esmeraldas']","ser uno ciudad que tener magia especialmente de noche , disfrutable y seguro , brillar tanto como su esmeralda",5
"al personal del hotel parece no importarle nada, pesimo servicio en la recepcion a la entrada y a la salida, pesimo servicio en el restaurante, nadie contestaba el telefono de atencion al cliente y cuando finalmente contestaron hicieron caso omiso de mis solicitudes, la habitacion se estaba cayendo a pedazos, no había agua caliente en el lavabo, y los cojines eran de pésima calidad, en general la habitación se veía sucia. que mal que un hotel nuevo, con excelente ubicación y en una zona de Lujo tenga este personal.","['al', 'personal', 'del', 'hotel', 'parece', 'no', 'importarle', 'nada', ',', 'pesimo', 'servicio', 'en', 'la', 'recepcion', 'a', 'la', 'entrada', 'y', 'a', 'la', 'salida', ',', 'pesimo', 'servicio', 'en', 'el', 'restaurante', ',', 'nadie', 'contestaba', 'el', 'telefono', 'de', 'atencion', 'al', 'cliente', 'y', 'cuando', 'finalmente', 'contestaron', 'hicieron', 'caso', 'omiso', 'de', 'mis', 'solicitudes', ',', 'la', 'habitacion', 'se', 'estaba', 'cayendo', 'a', 'pedazos', ',', 'no', 'había', 'agua', 'caliente', 'en', 'el', 'lavabo', ',', 'y', 'los', 'cojines', 'eran', 'de', 'pésima', 'calidad', ',', 'en', 'general', 'la', 'habitación', 'se', 'veía', 'sucia', '.', 'que', 'mal', 'que', 'un', 'hotel', 'nuevo', ',', 'con', 'excelente', 'ubicación', 'y', 'en', 'una', 'zona', 'de', 'Lujo', 'tenga', 'este', 'personal', '.']","al personal del hotel parecer no importar él nada , pesimo servicio en el recepcion a el entrada y a el salida , pesimo servicio en el restaurante , nadie contestar el telefono de atencion al cliente y cuando finalmente contestar hacer caso omiso de mi solicitud , el habitacion él estar caer a pedazos , no haber agua caliente en el lavabo , y el cojín ser de pésimo calidad , en general el habitación él ver sucio . que mal que uno hotel nuevo , con excelente ubicación y en uno zona de Lujo tener este personal .",1
"Un hermoso jardin tropical en donde las mujeres, hermosas mujeres cubanas, salen por todas partes, incluso de las ramas de los árboles, espectáculo variado y clásico, quizás resulta conveniente un  poco más de diseño e imaginación porque tal parece que estamos en 1950, pero bueno el público disfruta y la música es alegre y suave, además hace calor, con todo nos encontramos especialmente por las noches en un ambiente tropical fuerte y sabroso........el trópico en todo su esplendor. Los precios, cuidado, porque en un descuido la factura por tomar unos tragos cuesta un disparate, precios caros.","['Un', 'hermoso', 'jardin', 'tropical', 'en', 'donde', 'las', 'mujeres', ',', 'hermosas', 'mujeres', 'cubanas', ',', 'salen', 'por', 'todas', 'partes', ',', 'incluso', 'de', 'las', 'ramas', 'de', 'los', 'árboles', ',', 'espectáculo', 'variado', 'y', 'clásico', ',', 'quizás', 'resulta', 'conveniente', 'un', 'poco', 'más', 'de', 'diseño', 'e', 'imaginación', 'porque', 'tal', 'parece', 'que', 'estamos', 'en', '1950', ',', 'pero', 'bueno', 'el', 'público', 'disfruta', 'y', 'la', 'música', 'es', 'alegre', 'y', 'suave', ',', 'además', 'hace', 'calor', ',', 'con', 'todo', 'nos', 'encontramos', 'especialmente', 'por', 'las', 'noches', 'en', 'un', 'ambiente', 'tropical', 'fuerte', 'y', 'sabroso', '........', 'el', 'trópico', 'en', 'todo', 'su', 'esplendor', '.', 'Los', 'precios', ',', 'cuidado', ',', 'porque', 'en', 'un', 'descuido', 'la', 'factura', 'por', 'tomar', 'unos', 'tragos', 'cuesta', 'un', 'disparate', ',', 'precios', 'caros', '.']","uno hermoso jardin tropical en donde el mujer , hermosa mujer cubano , salir por todo parte , incluso de el rama de el árbol , espectáculo variado y clásico , quizás resultar conveniente uno poco más de diseño e imaginación porque tal parecer que estar en 1950 , pero bueno el público disfruto y el música ser alegre y suave , además hacer calor , con todo yo encontrar especialmente por el noche en uno ambiente tropical fuerte y sabroso ........ el trópico en todo su esplendor . el precio , cuidado , porque en uno descuido el factura por tomar uno trago costar uno disparate , precio caro .",4
"Buenas chalupas y caldo de camarón, ubicación inigualable, el resto es muy normal. Sin expectativas.","['Buenas', 'chalupas', 'y', 'caldo', 'de', 'camarón', ',', 'ubicación', 'inigualable', ',', 'el', 'resto', 'es', 'muy', 'normal', '.', 'Sin', 'expectativas', '.']","Buenas chalupa y caldo de camarón , ubicación inigualable , el resto ser mucho normal . sin expectativa .",3
No beber las margaritas. deben utilizar racilla en vez de tequilla. tendrás un dolor importante.,"['No', 'beber', 'las', 'margaritas', '.', 'deben', 'utilizar', 'racilla', 'en', 'vez', 'de', 'tequilla', '.', 'tendrás', 'un', 'dolor', 'importante', '.']",no beber el margarita . deber utilizar racilla en vez de tequilla . tendrás uno dolor importante .,4
"Espectáculo pésimo, mucho trenecito y bobadas con los turistas y poca música Cubana. Cócteles regulares y carísimo. No recomendable.","['Espectáculo', 'pésimo', ',', 'mucho', 'trenecito', 'y', 'bobadas', 'con', 'los', 'turistas', 'y', 'poca', 'música', 'Cubana', '.', 'Cócteles', 'regulares', 'y', 'carísimo', '.', 'No', 'recomendable', '.']","Espectáculo pésimo , mucho trenecito y bobada con el turista y poco música Cubana . cóctel regular y carísimo . no recomendable .",3
Súper bonito el lugar y la comida muy buena. La atención estuvo bien. Una muy buena experiencia para ir con amigos.,"['Súper', 'bonito', 'el', 'lugar', 'y', 'la', 'comida', 'muy', 'buena', '.', 'La', 'atención', 'estuvo', 'bien', '.', 'Una', 'muy', 'buena', 'experiencia', 'para', 'ir', 'con', 'amigos', '.']",Súper bonito el lugar y el comida mucho buen . el atención estar bien . uno mucho buen experiencia para ir con amigo .,4
